Entry,Protein names,EC number,Length,length,freq_A,freq_C,freq_D,freq_E,freq_F,freq_G,freq_H,freq_I,freq_K,freq_L,freq_M,freq_N,freq_P,freq_Q,freq_R,freq_S,freq_T,freq_V,freq_W,freq_Y,frac_hydrophobic,frac_hydrophilic,frac_charged,frac_polar,frac_special,molecular_weight,aromaticity,instability_index,isoelectric_point,gravy,flexibility_mean,helix_fraction,turn_fraction,sheet_fraction
O15528,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial (EC 1.14.15.18) (25-OHD-1 alpha-hydroxylase) (25-hydroxyvitamin D(3) 1-alpha-hydroxylase) (VD3 1A hydroxylase) (Calcidiol 1-monooxygenase) (Cytochrome P450 subfamily XXVIIB polypeptide 1) (Cytochrome P450C1 alpha) (Cytochrome P450VD1-alpha) (Cytochrome p450 27B1)",1.14.15.18,508,508,0.0984251968503937,0.0177165354330708,0.0255905511811023,0.0688976377952756,0.0413385826771653,0.0728346456692913,0.0314960629921259,0.0196850393700787,0.0196850393700787,0.1299212598425196,0.0137795275590551,0.0177165354330708,0.0807086614173228,0.0393700787401574,0.0964566929133858,0.0610236220472441,0.0531496062992126,0.0728346456692913,0.0177165354330708,0.0216535433070866,0.4153543307086614,0.2106299212598425,0.2421259842519685,0.2106299212598425,0.202755905511811,56503.34470000012,0.0807086614173228,56.2124212598426,9.336520957946778,-0.178937007874016,0.995137847122817,0.3307086614173228,0.2578740157480315,0.3562992125984252
O23887,Indole-3-acetaldehyde oxidase (IAA oxidase) (EC 1.2.3.7) (Aldehyde oxidase) (ZmAO-1),1.2.3.7,1358,1358,0.0927835051546391,0.0228276877761413,0.0522827687776141,0.0603829160530191,0.040500736377025,0.072901325478645,0.0176730486008836,0.0581737849779086,0.0596465390279823,0.0758468335787923,0.0213549337260677,0.0382916053019145,0.0508100147275405,0.0279823269513991,0.0375552282768777,0.0979381443298969,0.0589101620029455,0.0773195876288659,0.0073637702503681,0.0294550810014727,0.4027982326951399,0.2098674521354933,0.227540500736377,0.2754050073637702,0.1642120765832106,146681.15760000036,0.0773195876288659,36.84058910162025,5.723481941223145,-0.1066273932253317,1.001119983056232,0.3100147275405007,0.3122238586156112,0.3475699558173785
O34926,Pulcherriminic acid synthase (EC 1.14.15.13) (CYP134A1) (Cyclo-L-leucyl-L-leucyl dipeptide oxidase) (Cytochrome P450 CypX),1.14.15.13,405,405,0.0839506172839506,0.0148148148148148,0.0666666666666666,0.0691358024691358,0.0419753086419753,0.0493827160493827,0.0320987654320987,0.0716049382716049,0.0444444444444444,0.1037037037037037,0.0296296296296296,0.0395061728395061,0.0469135802469135,0.037037037037037,0.0567901234567901,0.0790123456790123,0.0296296296296296,0.0666666666666666,0.0049382716049382,0.0320987654320987,0.4345679012345679,0.237037037037037,0.2691358024691358,0.2320987654320987,0.1432098765432098,45472.47590000007,0.0790123456790123,50.98543209876543,5.419450187683105,-0.141481481481482,0.99803844997595,0.3308641975308642,0.2814814814814814,0.3506172839506172
O35084,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial (EC 1.14.15.18) (25-OHD-1 alpha-hydroxylase) (25-hydroxyvitamin D(3) 1-alpha-hydroxylase) (VD3 1A hydroxylase) (Calcidiol 1-monooxygenase) (Cytochrome P450 subfamily XXVIIB polypeptide 1) (Cytochrome P450C1 alpha) (Cytochrome P450VD1-alpha) (Cytochrome p450 27B1)",1.14.15.18,507,507,0.0729783037475345,0.0177514792899408,0.0374753451676528,0.059171597633136,0.039447731755424,0.0788954635108481,0.0414201183431952,0.029585798816568,0.0177514792899408,0.1380670611439842,0.0157790927021696,0.019723865877712,0.0710059171597633,0.039447731755424,0.0867850098619329,0.0769230769230769,0.0532544378698224,0.0729783037475345,0.0157790927021696,0.0157790927021696,0.4003944773175542,0.2011834319526627,0.2426035502958579,0.2228796844181459,0.2090729783037475,56223.892100000114,0.0710059171597633,46.13315581854045,8.573473167419433,-0.135897435897436,0.9946297093134444,0.3037475345167652,0.2840236686390532,0.3648915187376725
O35132,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial (EC 1.14.15.18) (25-OHD-1 alpha-hydroxylase) (25-hydroxyvitamin D(3) 1-alpha-hydroxylase) (VD3 1A hydroxylase) (Calcidiol 1-monooxygenase) (Cytochrome P450 subfamily XXVIIB polypeptide 1) (Cytochrome P450C1 alpha) (Cytochrome P450VD1-alpha) (Cytochrome p450 27B1)",1.14.15.18,501,501,0.0818363273453093,0.0179640718562874,0.0359281437125748,0.0638722554890219,0.0399201596806387,0.0758483033932135,0.0359281437125748,0.0259481037924151,0.0199600798403193,0.1357285429141716,0.0119760479041916,0.0159680638722554,0.0718562874251497,0.0459081836327345,0.0818363273453093,0.0798403193612774,0.0439121756487025,0.0818363273453093,0.0159680638722554,0.0179640718562874,0.4111776447105788,0.2015968063872255,0.2375249500998004,0.2215568862275449,0.2015968063872255,55367.85400000008,0.0738522954091816,50.79902195608786,7.699432563781738,-0.1015968063872258,0.9952705187766164,0.3133732534930139,0.279441117764471,0.3612774451097804
O52378,"Naphthalene 1,2-dioxygenase/salicylate 5-hydroxylase systems, ferredoxin--NAD(P)(+), reductase component (NDO/S5H systems, ferredoxin--NAD(P)(+), reductase component) (EC 1.18.1.7) (Ferredoxin reductase NagAa) (Ferredoxin--NAD(P)(+) reductase (naphthalene dioxygenase/salicylate 5-hydroxylase ferredoxin-specific))",1.18.1.7,328,328,0.0914634146341463,0.0274390243902439,0.0365853658536585,0.0609756097560975,0.0213414634146341,0.1036585365853658,0.0304878048780487,0.0518292682926829,0.0152439024390243,0.1036585365853658,0.0213414634146341,0.0335365853658536,0.0701219512195122,0.0182926829268292,0.073170731707317,0.0579268292682926,0.0548780487804878,0.0945121951219512,0.0030487804878048,0.0304878048780487,0.4176829268292683,0.1859756097560975,0.2164634146341463,0.2225609756097561,0.2317073170731707,35084.94409999999,0.0548780487804878,47.14820121951219,6.365933036804199,0.0676829268292683,0.993999514852963,0.2926829268292683,0.301829268292683,0.3597560975609756
O54754,Aldehyde oxidase 1 (EC 1.2.3.1) (Azaheterocycle hydroxylase 1) (EC 1.17.3.-) (Retinal oxidase),1.17.3.-; 1.2.3.1,1333,1333,0.072768192048012,0.0315078769692423,0.0420105026256564,0.0690172543135784,0.0360090022505626,0.0847711927981995,0.0300075018754688,0.0652663165791447,0.0562640660165041,0.0930232558139534,0.0247561890472618,0.0345086271567892,0.0525131282820705,0.0382595648912228,0.0487621905476369,0.064516129032258,0.0540135033758439,0.0667666916729182,0.0097524381095273,0.0255063765941485,0.3938484621155289,0.2160540135033758,0.2460615153788447,0.2483120780195049,0.1987996999249812,146676.15960000042,0.0712678169542385,44.29237809452388,6.602837944030762,-0.1422355588897227,0.9985713386563084,0.3158289572393098,0.2783195798949737,0.3503375843960989
O84616,4-aminobenzoate synthase (EC 1.3.3.-) (Chlamydia protein associating with death domains) (CADD) (para-aminobenzoate synthase) (PABA synthase),1.3.3.-,231,231,0.0952380952380952,0.0216450216450216,0.0692640692640692,0.1038961038961039,0.0519480519480519,0.0389610389610389,0.0389610389610389,0.0389610389610389,0.0649350649350649,0.1125541125541125,0.0303030303030303,0.0259740259740259,0.0303030303030303,0.0389610389610389,0.0346320346320346,0.0562770562770562,0.0389610389610389,0.0389610389610389,0.0129870129870129,0.0562770562770562,0.4372294372294372,0.2727272727272727,0.3116883116883117,0.238095238095238,0.1298701298701298,26733.922200000008,0.1212121212121212,46.768874458874464,4.876239967346191,-0.3930735930735933,1.0006814135564135,0.4069264069264069,0.2207792207792208,0.3506493506493506
O85673,"Anthranilate 1,2-dioxygenase large subunit (EC 1.14.12.1)",1.14.12.1,471,471,0.048832271762208,0.0148619957537154,0.0679405520169851,0.0700636942675159,0.0573248407643312,0.0806794055201698,0.0276008492569002,0.0403397027600849,0.0467091295116772,0.0743099787685774,0.0254777070063694,0.0530785562632696,0.0339702760084925,0.0573248407643312,0.0615711252653927,0.0615711252653927,0.048832271762208,0.0743099787685774,0.0212314225053078,0.0339702760084925,0.375796178343949,0.2462845010615711,0.2738853503184713,0.2696390658174097,0.1571125265392781,53935.84050000007,0.1125265392781316,37.03503184713375,5.46713809967041,-0.540339702760085,1.0009692073799217,0.2653927813163482,0.2972399150743099,0.3503184713375796
O87605,Cytochrome P450 monooxygenase PikC (EC 1.14.15.33) (Cytochrome P450 monooxygenase PicK) (Narbomycin C-12 hydroxylase) (Pikromycin synthase CYP107L1),1.14.15.33,416,416,0.1177884615384615,0.0048076923076923,0.079326923076923,0.0673076923076923,0.0264423076923076,0.0697115384615384,0.0264423076923076,0.03125,0.0096153846153846,0.1225961538461538,0.0288461538461538,0.0144230769230769,0.0769230769230769,0.0192307692307692,0.1057692307692307,0.0384615384615384,0.0576923076923076,0.0697115384615384,0.0144230769230769,0.0192307692307692,0.4302884615384615,0.2620192307692308,0.2884615384615384,0.1538461538461538,0.1778846153846154,46037.93460000005,0.0600961538461538,39.241826923076914,5.395009422302246,-0.2370192307692313,0.9971380016380016,0.3461538461538462,0.2788461538461538,0.3413461538461538
P0A110,"Naphthalene 1,2-dioxygenase system, large oxygenase component (EC 1.14.12.12) (ISP NAP) (Naphthalene 1,2-dioxygenase ISP alpha) (Naphthalene 1,2-dioxygenase subunit alpha) (ND subunit alpha) (NDO subunit alpha)",1.14.12.12,449,449,0.0757238307349666,0.0133630289532293,0.0556792873051225,0.066815144766147,0.0467706013363029,0.1024498886414253,0.0334075723830735,0.0334075723830735,0.0534521158129175,0.0801781737193764,0.0222717149220489,0.0512249443207126,0.0378619153674833,0.0244988864142538,0.0400890868596882,0.086859688195991,0.042316258351893,0.0690423162583518,0.0244988864142538,0.0400890868596882,0.3919821826280623,0.2160356347438752,0.2494432071269487,0.2583518930957684,0.1870824053452116,49606.916500000094,0.1113585746102449,34.75057906458797,5.617022514343262,-0.3763919821826282,1.0010712932900434,0.2984409799554566,0.3340757238307349,0.3363028953229399
P0A111,"Naphthalene 1,2-dioxygenase system, large oxygenase component (EC 1.14.12.12) (ISP NAP) (Naphthalene 1,2-dioxygenase ISP alpha) (Naphthalene 1,2-dioxygenase subunit alpha) (ND subunit alpha) (NDO subunit alpha)",1.14.12.12,449,449,0.0757238307349666,0.0133630289532293,0.0556792873051225,0.066815144766147,0.0467706013363029,0.1024498886414253,0.0334075723830735,0.0334075723830735,0.0534521158129175,0.0801781737193764,0.0222717149220489,0.0512249443207126,0.0378619153674833,0.0244988864142538,0.0400890868596882,0.086859688195991,0.042316258351893,0.0690423162583518,0.0244988864142538,0.0400890868596882,0.3919821826280623,0.2160356347438752,0.2494432071269487,0.2583518930957684,0.1870824053452116,49606.916500000094,0.1113585746102449,34.75057906458797,5.617022514343262,-0.3763919821826282,1.0010712932900434,0.2984409799554566,0.3340757238307349,0.3363028953229399
P0C618,"Benzene 1,2-dioxygenase subunit alpha (EC 1.14.12.3) (Benzene 1,2-dioxygenase P1 subunit) (Toluene 2,3-dioxygenase subunit alpha) (EC 1.14.12.11)",1.14.12.11; 1.14.12.3,450,450,0.0911111111111111,0.0155555555555555,0.0666666666666666,0.0755555555555555,0.0377777777777777,0.0733333333333333,0.0288888888888888,0.04,0.0377777777777777,0.0688888888888888,0.0333333333333333,0.04,0.0511111111111111,0.0266666666666666,0.0666666666666666,0.0533333333333333,0.0622222222222222,0.0622222222222222,0.0311111111111111,0.0377777777777777,0.4022222222222222,0.2466666666666666,0.2755555555555555,0.2355555555555555,0.1688888888888889,50943.69060000011,0.1066666666666666,35.305155555555544,5.273089790344237,-0.4702222222222225,0.9991708238851096,0.3066666666666667,0.2844444444444444,0.34
P12691,Alkane 1-monooxygenase (EC 1.14.15.3) (Alkane hydroxylase) (AHs) (Terminal alkane hydroxylase),1.14.15.3,401,401,0.0723192019950124,0.0,0.0399002493765586,0.0523690773067331,0.0423940149625935,0.0748129675810473,0.0473815461346633,0.0573566084788029,0.0448877805486284,0.112219451371571,0.0399002493765586,0.0299251870324189,0.0573566084788029,0.0299251870324189,0.0448877805486284,0.0673316708229426,0.0423940149625935,0.0623441396508728,0.0399002493765586,0.0423940149625935,0.4688279301745636,0.1820448877805486,0.2294264339152119,0.2119700748129676,0.1795511221945137,45805.36630000011,0.1246882793017456,44.72246882793016,7.047773551940917,-0.0862842892768079,0.9913927660349856,0.3216957605985037,0.2693266832917705,0.399002493765586
P15539,"Cytochrome P450 11B2, mitochondrial (Aldosterone synthase) (ALDOS) (Aldosterone-synthesizing enzyme) (CYPXIB2) (Corticosterone 18-monooxygenase, CYP11B2) (EC 1.14.15.5) (Cytochrome P-450Aldo) (Cytochrome P-450C18) (Cytochrome P450C11) (Steroid 11-beta-hydroxylase, CYP11B2) (EC 1.14.15.4) (Steroid 18-hydroxylase)",1.14.15.4; 1.14.15.5,500,500,0.074,0.006,0.028,0.062,0.044,0.046,0.032,0.032,0.04,0.15,0.038,0.03,0.054,0.054,0.084,0.068,0.048,0.07,0.02,0.02,0.448,0.214,0.246,0.226,0.138,57372.30280000013,0.084,50.77140000000007,9.885211372375489,-0.1306000000000004,0.994050892250994,0.364,0.226,0.3839999999999999
P17055,Spheroidene monooxygenase (EC 1.14.15.9) (Acyclic carotenoid 2-ketolase),1.14.15.9,241,241,0.1078838174273859,0.0041493775933609,0.0414937759336099,0.0705394190871369,0.0539419087136929,0.0705394190871369,0.0248962655601659,0.0414937759336099,0.0539419087136929,0.0788381742738589,0.0248962655601659,0.0290456431535269,0.0788381742738589,0.0207468879668049,0.0705394190871369,0.0580912863070539,0.0539419087136929,0.0663900414937759,0.0414937759336099,0.0082987551867219,0.4232365145228215,0.2365145228215767,0.2614107883817427,0.1742738589211618,0.1784232365145228,27003.63340000001,0.1037344398340249,37.30958506224066,9.037581062316896,-0.2925311203319503,0.9996615353037764,0.3360995850622407,0.2780082987551867,0.3443983402489626
P19099,"Cytochrome P450 11B2, mitochondrial (Aldosterone synthase) (ALDOS) (Aldosterone-synthesizing enzyme) (CYPXIB2) (Corticosterone 18-monooxygenase, CYP11B2) (EC 1.14.15.5) (Cytochrome P-450Aldo) (Cytochrome P-450C18) (Steroid 11-beta-hydroxylase, CYP11B2) (EC 1.14.15.4) (Steroid 18-hydroxylase)",1.14.15.4; 1.14.15.5,503,503,0.0854870775347912,0.0139165009940357,0.025844930417495,0.0616302186878727,0.05168986083499,0.0497017892644135,0.0377733598409542,0.0357852882703777,0.0337972166998011,0.1491053677932405,0.0298210735586481,0.0337972166998011,0.0616302186878727,0.0536779324055666,0.0795228628230616,0.0536779324055666,0.0377733598409542,0.0636182902584493,0.0178926441351888,0.0238568588469184,0.4572564612326044,0.2007952286282306,0.2385685884691848,0.2166998011928429,0.1630218687872763,57559.46190000009,0.0934393638170974,42.310337972167,9.473645210266112,-0.0729622266401594,0.9918617939078466,0.3598409542743538,0.2246520874751491,0.3797216699801193
P19734,"Phenol 2-monooxygenase, reductase component DmpP (EC 1.14.13.244) (Phenol 2-monooxygenase P5 component) (Phenol hydroxylase P5 protein)",1.14.13.244,353,353,0.1019830028328611,0.0198300283286118,0.0736543909348441,0.0679886685552408,0.0566572237960339,0.0963172804532577,0.0226628895184136,0.0538243626062322,0.0283286118980169,0.093484419263456,0.0198300283286118,0.0254957507082152,0.0566572237960339,0.0424929178470254,0.0594900849858356,0.0481586402266288,0.036827195467422,0.0679886685552408,0.0056657223796034,0.0226628895184136,0.4220963172804532,0.2294617563739376,0.2521246458923513,0.1954674220963173,0.1954674220963173,38477.13250000005,0.0849858356940509,38.80229461756373,4.794505500793457,-0.0999999999999999,0.9985286544850496,0.311614730878187,0.3002832861189802,0.3371104815864023
P21394,Xylene/toluene monooxygenase electron transfer component XylA [Includes: Ferredoxin; Ferredoxin--NAD(+) reductase (EC 1.18.1.3)],1.18.1.3,350,350,0.0657142857142857,0.0342857142857142,0.0428571428571428,0.0714285714285714,0.0514285714285714,0.1,0.0142857142857142,0.0371428571428571,0.04,0.1,0.02,0.0114285714285714,0.0628571428571428,0.0542857142857142,0.0542857142857142,0.0742857142857142,0.0457142857142857,0.0742857142857142,0.0085714285714285,0.0371428571428571,0.3942857142857143,0.2085714285714285,0.2228571428571428,0.2571428571428571,0.2114285714285714,38454.53959999999,0.0971428571428571,39.95691428571429,5.41257266998291,-0.1188571428571428,0.9980625610948192,0.2971428571428571,0.2914285714285714,0.3542857142857143
P22985,Xanthine dehydrogenase/oxidase [Includes: Xanthine dehydrogenase (XD) (EC 1.17.1.4); Xanthine oxidase (XO) (EC 1.17.3.2) (Xanthine oxidoreductase) (XOR)],1.17.1.4; 1.17.3.2,1331,1331,0.0736288504883546,0.0277986476333583,0.0405709992486852,0.0698722764838467,0.0510894064613072,0.0818933132982719,0.0202854996243426,0.0518407212622088,0.0608564988730278,0.087152516904583,0.0255447032306536,0.0413223140495867,0.0548459804658151,0.0345604808414725,0.0480841472577009,0.0638617580766341,0.0706235912847483,0.067618332081142,0.0075131480090157,0.0210368144252441,0.3854244928625094,0.2193839218632607,0.2396694214876033,0.2592036063110443,0.1848234410217881,146241.16220000037,0.0796393688955672,39.4334635612324,6.9601846694946286,-0.1838467317806159,1.0004991174987392,0.3170548459804658,0.2824943651389932,0.3568745304282494
P25983,"Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Dihydroorotate oxidase B, electron transfer subunit)",,256,256,0.0546875,0.03125,0.0390625,0.08203125,0.04296875,0.09765625,0.015625,0.0390625,0.0703125,0.10546875,0.01953125,0.02734375,0.04296875,0.05078125,0.03515625,0.04296875,0.0546875,0.11328125,0.0,0.03515625,0.41015625,0.2265625,0.2421875,0.2421875,0.1875,28099.180200000017,0.078125,34.163320312500005,5.683467292785645,-0.0195312499999999,0.9987182379024484,0.33203125,0.25,0.390625
